id,id_competition,competition,pays,id_club,club,saison
5028,27,League Two,Angleterre,906,Torquay United FC,2006-2007
5029,27,League Two,Angleterre,574,Bury FC,2006-2007
5030,27,League Two,Angleterre,699,Hartlepool United FC,2006-2007
5031,27,League Two,Angleterre,938,Walsall FC,2006-2007
5032,27,League Two,Angleterre,816,Peterborough United FC,2006-2007
5033,27,League Two,Angleterre,773,Milton Keynes Dons FC,2007-2008
5034,27,League Two,Angleterre,542,Barnet FC,2007-2008
5035,27,League Two,Angleterre,777,Morecambe FC,2007-2008
5036,27,League Two,Angleterre,565,Brentford FC,2007-2008
5037,27,League Two,Angleterre,686,Grimsby Town FC,2007-2008
5038,27,League Two,Angleterre,791,Notts County FC,2007-2008
5039,27,League Two,Angleterre,756,Macclesfield FC,2007-2008
5040,27,League Two,Angleterre,742,Lincoln City FC,2007-2008
5041,27,League Two,Angleterre,511,Accrington Stanley FC,2007-2008
5042,27,League Two,Angleterre,892,Stockport County FC,2007-2008
5043,27,League Two,Angleterre,953,Wycombe Wanderers FC,2007-2008
5044,27,League Two,Angleterre,562,Bradford City,2007-2008
5045,27,League Two,Angleterre,950,Wrexham AFC,2007-2008
5046,27,League Two,Angleterre,618,Darlington FC 1883,2007-2008
5047,27,League Two,Angleterre,765,Mansfield Town FC,2007-2008
5048,27,League Two,Angleterre,601,Chester FC,2007-2008
5049,27,League Two,Angleterre,617,Dagenham & Redbridge FC,2007-2008
5050,27,League Two,Angleterre,849,Rochdale AFC,2007-2008
5051,27,League Two,Angleterre,602,Chesterfield FC,2007-2008
5052,27,League Two,Angleterre,875,Shrewsbury Town FC,2007-2008
5053,27,League Two,Angleterre,854,Rotherham United FC,2007-2008
5054,27,League Two,Angleterre,707,Hereford FC,2007-2008
5055,27,League Two,Angleterre,574,Bury FC,2007-2008
5056,27,League Two,Angleterre,816,Peterborough United FC,2007-2008
5057,27,League Two,Angleterre,542,Barnet FC,2008-2009
5058,27,League Two,Angleterre,777,Morecambe FC,2008-2009
5059,27,League Two,Angleterre,517,Aldershot Town FC,2008-2009
5060,27,League Two,Angleterre,650,Exeter City FC,2008-2009
5061,27,League Two,Angleterre,565,Brentford FC,2008-2009
5062,27,League Two,Angleterre,686,Grimsby Town FC,2008-2009
5063,27,League Two,Angleterre,791,Notts County FC,2008-2009
5064,27,League Two,Angleterre,14,AFC Bournemouth,2008-2009
5065,27,League Two,Angleterre,756,Macclesfield FC,2008-2009
5066,27,League Two,Angleterre,511,Accrington Stanley FC,2008-2009
5067,27,League Two,Angleterre,742,Lincoln City FC,2008-2009
5068,27,League Two,Angleterre,825,Port Vale FC,2008-2009
5069,27,League Two,Angleterre,953,Wycombe Wanderers FC,2008-2009
5070,27,League Two,Angleterre,677,Gillingham FC,2008-2009
5071,27,League Two,Angleterre,562,Bradford City,2008-2009
5072,27,League Two,Angleterre,618,Darlington FC 1883,2008-2009
5073,27,League Two,Angleterre,601,Chester FC,2008-2009
5074,27,League Two,Angleterre,617,Dagenham & Redbridge FC,2008-2009
5075,27,League Two,Angleterre,754,Luton Town FC,2008-2009
5076,27,League Two,Angleterre,849,Rochdale AFC,2008-2009
5077,27,League Two,Angleterre,875,Shrewsbury Town FC,2008-2009
5078,27,League Two,Angleterre,854,Rotherham United FC,2008-2009
5079,27,League Two,Angleterre,602,Chesterfield FC,2008-2009
5080,27,League Two,Angleterre,574,Bury FC,2008-2009
5081,27,League Two,Angleterre,542,Barnet FC,2009-2010
5082,27,League Two,Angleterre,777,Morecambe FC,2009-2010
5083,27,League Two,Angleterre,517,Aldershot Town FC,2009-2010
5084,27,League Two,Angleterre,791,Notts County FC,2009-2010
5085,27,League Two,Angleterre,686,Grimsby Town FC,2009-2010
5086,27,League Two,Angleterre,14,AFC Bournemouth,2009-2010
5087,27,League Two,Angleterre,789,Northampton Town FC,2009-2010
5088,27,League Two,Angleterre,756,Macclesfield FC,2009-2010
5089,27,League Two,Angleterre,742,Lincoln City FC,2009-2010
5090,27,League Two,Angleterre,825,Port Vale FC,2009-2010
5091,27,League Two,Angleterre,511,Accrington Stanley FC,2009-2010
5092,27,League Two,Angleterre,562,Bradford City,2009-2010
5093,27,League Two,Angleterre,618,Darlington FC 1883,2009-2010
5094,27,League Two,Angleterre,573,Burton Albion FC,2009-2010
5095,27,League Two,Angleterre,617,Dagenham & Redbridge FC,2009-2010
5096,27,League Two,Angleterre,849,Rochdale AFC,2009-2010
5097,27,League Two,Angleterre,875,Shrewsbury Town FC,2009-2010
5098,27,League Two,Angleterre,854,Rotherham United FC,2009-2010
5099,27,League Two,Angleterre,602,Chesterfield FC,2009-2010
5100,27,League Two,Angleterre,599,Cheltenham Town FC,2009-2010
5101,27,League Two,Angleterre,707,Hereford FC,2009-2010
5102,27,League Two,Angleterre,906,Torquay United FC,2009-2010
5103,27,League Two,Angleterre,615,Crewe Alexandra FC,2009-2010
5104,27,League Two,Angleterre,574,Bury FC,2009-2010
5105,27,League Two,Angleterre,542,Barnet FC,2010-2011
5106,27,League Two,Angleterre,891,Stevenage FC,2010-2011
5107,27,League Two,Angleterre,777,Morecambe FC,2010-2011
5108,27,League Two,Angleterre,880,Southend United FC,2010-2011
5109,27,League Two,Angleterre,517,Aldershot Town FC,2010-2011
5110,27,League Two,Angleterre,789,Northampton Town FC,2010-2011
5111,27,League Two,Angleterre,756,Macclesfield FC,2010-2011
5112,27,League Two,Angleterre,511,Accrington Stanley FC,2010-2011
5113,27,League Two,Angleterre,742,Lincoln City FC,2010-2011
5114,27,League Two,Angleterre,825,Port Vale FC,2010-2011
5115,27,League Two,Angleterre,892,Stockport County FC,2010-2011
5116,27,League Two,Angleterre,953,Wycombe Wanderers FC,2010-2011
5117,27,League Two,Angleterre,677,Gillingham FC,2010-2011
5118,27,League Two,Angleterre,562,Bradford City,2010-2011
5119,27,League Two,Angleterre,573,Burton Albion FC,2010-2011
5120,27,League Two,Angleterre,602,Chesterfield FC,2010-2011
5121,27,League Two,Angleterre,854,Rotherham United FC,2010-2011
5122,27,League Two,Angleterre,875,Shrewsbury Town FC,2010-2011
5123,27,League Two,Angleterre,599,Cheltenham Town FC,2010-2011
5124,27,League Two,Angleterre,707,Hereford FC,2010-2011
5125,27,League Two,Angleterre,906,Torquay United FC,2010-2011
5126,27,League Two,Angleterre,615,Crewe Alexandra FC,2010-2011
5127,27,League Two,Angleterre,574,Bury FC,2010-2011
5128,27,League Two,Angleterre,807,Oxford United FC,2010-2011
5129,27,League Two,Angleterre,896,Swindon Town FC,2011-2012
5130,27,League Two,Angleterre,542,Barnet FC,2011-2012
5131,27,League Two,Angleterre,777,Morecambe FC,2011-2012
5132,27,League Two,Angleterre,504,AFC Wimbledon,2011-2012
5133,27,League Two,Angleterre,880,Southend United FC,2011-2012
5134,27,League Two,Angleterre,517,Aldershot Town FC,2011-2012
5135,27,League Two,Angleterre,569,Bristol Rovers FC,2011-2012
5136,27,League Two,Angleterre,789,Northampton Town FC,2011-2012
5137,27,League Two,Angleterre,756,Macclesfield FC,2011-2012
5138,27,League Two,Angleterre,511,Accrington Stanley FC,2011-2012
5139,27,League Two,Angleterre,825,Port Vale FC,2011-2012
5140,27,League Two,Angleterre,820,Plymouth Argyle FC,2011-2012
5141,27,League Two,Angleterre,677,Gillingham FC,2011-2012
5142,27,League Two,Angleterre,562,Bradford City,2011-2012
5143,27,League Two,Angleterre,573,Burton Albion FC,2011-2012
5144,27,League Two,Angleterre,617,Dagenham & Redbridge FC,2011-2012
5145,27,League Two,Angleterre,613,Crawley Town FC,2011-2012
5146,27,League Two,Angleterre,875,Shrewsbury Town FC,2011-2012
5147,27,League Two,Angleterre,854,Rotherham United FC,2011-2012
5148,27,League Two,Angleterre,599,Cheltenham Town FC,2011-2012
5149,27,League Two,Angleterre,707,Hereford FC,2011-2012
5150,27,League Two,Angleterre,906,Torquay United FC,2011-2012
5151,27,League Two,Angleterre,615,Crewe Alexandra FC,2011-2012
5152,27,League Two,Angleterre,807,Oxford United FC,2011-2012
5153,27,League Two,Angleterre,542,Barnet FC,2012-2013
5154,27,League Two,Angleterre,777,Morecambe FC,2012-2013
5155,27,League Two,Angleterre,504,AFC Wimbledon,2012-2013
5156,27,League Two,Angleterre,880,Southend United FC,2012-2013
5157,27,League Two,Angleterre,517,Aldershot Town FC,2012-2013
5158,27,League Two,Angleterre,650,Exeter City FC,2012-2013
5159,27,League Two,Angleterre,569,Bristol Rovers FC,2012-2013
5160,27,League Two,Angleterre,789,Northampton Town FC,2012-2013
5161,27,League Two,Angleterre,665,Fleetwood Town FC,2012-2013
5162,27,League Two,Angleterre,511,Accrington Stanley FC,2012-2013
5163,27,League Two,Angleterre,825,Port Vale FC,2012-2013
5164,27,League Two,Angleterre,820,Plymouth Argyle FC,2012-2013
5165,27,League Two,Angleterre,953,Wycombe Wanderers FC,2012-2013
5166,27,League Two,Angleterre,677,Gillingham FC,2012-2013
5167,27,League Two,Angleterre,562,Bradford City,2012-2013
5168,27,League Two,Angleterre,573,Burton Albion FC,2012-2013
5169,27,League Two,Angleterre,849,Rochdale AFC,2012-2013
5170,27,League Two,Angleterre,617,Dagenham & Redbridge FC,2012-2013
5171,27,League Two,Angleterre,602,Chesterfield FC,2012-2013
5172,27,League Two,Angleterre,854,Rotherham United FC,2012-2013
5173,27,League Two,Angleterre,599,Cheltenham Town FC,2012-2013
5174,27,League Two,Angleterre,956,York City FC,2012-2013
5175,27,League Two,Angleterre,906,Torquay United FC,2012-2013
5176,27,League Two,Angleterre,807,Oxford United FC,2012-2013
5177,27,League Two,Angleterre,828,Portsmouth FC,2013-2014
5178,27,League Two,Angleterre,777,Morecambe FC,2013-2014
5179,27,League Two,Angleterre,504,AFC Wimbledon,2013-2014
5180,27,League Two,Angleterre,880,Southend United FC,2013-2014
5181,27,League Two,Angleterre,785,Newport County AFC,2013-2014
5182,27,League Two,Angleterre,650,Exeter City FC,2013-2014
5183,27,League Two,Angleterre,569,Bristol Rovers FC,2013-2014
5184,27,League Two,Angleterre,789,Northampton Town FC,2013-2014
5185,27,League Two,Angleterre,665,Fleetwood Town FC,2013-2014
5186,27,League Two,Angleterre,869,Scunthorpe United FC,2013-2014
5187,27,League Two,Angleterre,511,Accrington Stanley FC,2013-2014
5188,27,League Two,Angleterre,820,Plymouth Argyle FC,2013-2014
5189,27,League Two,Angleterre,953,Wycombe Wanderers FC,2013-2014
5190,27,League Two,Angleterre,573,Burton Albion FC,2013-2014
5191,27,League Two,Angleterre,765,Mansfield Town FC,2013-2014
5192,27,League Two,Angleterre,849,Rochdale AFC,2013-2014
5193,27,League Two,Angleterre,617,Dagenham & Redbridge FC,2013-2014
5194,27,League Two,Angleterre,602,Chesterfield FC,2013-2014
5195,27,League Two,Angleterre,599,Cheltenham Town FC,2013-2014
5196,27,League Two,Angleterre,956,York City FC,2013-2014
5197,27,League Two,Angleterre,906,Torquay United FC,2013-2014
5198,27,League Two,Angleterre,574,Bury FC,2013-2014
5199,27,League Two,Angleterre,699,Hartlepool United FC,2013-2014
5200,27,League Two,Angleterre,807,Oxford United FC,2013-2014
5201,27,League Two,Angleterre,828,Portsmouth FC,2014-2015
5202,27,League Two,Angleterre,891,Stevenage FC,2014-2015
5203,27,League Two,Angleterre,777,Morecambe FC,2014-2015
5204,27,League Two,Angleterre,504,AFC Wimbledon,2014-2015
5205,27,League Two,Angleterre,880,Southend United FC,2014-2015
5206,27,League Two,Angleterre,650,Exeter City FC,2014-2015
5207,27,League Two,Angleterre,785,Newport County AFC,2014-2015
5208,27,League Two,Angleterre,789,Northampton Town FC,2014-2015
5209,27,League Two,Angleterre,511,Accrington Stanley FC,2014-2015
5210,27,League Two,Angleterre,820,Plymouth Argyle FC,2014-2015
5211,27,League Two,Angleterre,953,Wycombe Wanderers FC,2014-2015
5212,27,League Two,Angleterre,573,Burton Albion FC,2014-2015
5213,27,League Two,Angleterre,585,Carlisle United FC,2014-2015
5214,27,League Two,Angleterre,765,Mansfield Town FC,2014-2015
5215,27,League Two,Angleterre,578,Cambridge United FC,2014-2015
5216,27,League Two,Angleterre,617,Dagenham & Redbridge FC,2014-2015
5217,27,League Two,Angleterre,754,Luton Town FC,2014-2015
5218,27,League Two,Angleterre,875,Shrewsbury Town FC,2014-2015
5219,27,League Two,Angleterre,907,Tranmere Rovers FC,2014-2015
5220,27,League Two,Angleterre,599,Cheltenham Town FC,2014-2015
5221,27,League Two,Angleterre,956,York City FC,2014-2015
5222,27,League Two,Angleterre,574,Bury FC,2014-2015
5223,27,League Two,Angleterre,699,Hartlepool United FC,2014-2015
5224,27,League Two,Angleterre,807,Oxford United FC,2014-2015
5225,27,League Two,Angleterre,828,Portsmouth FC,2015-2016
5226,27,League Two,Angleterre,542,Barnet FC,2015-2016
5227,27,League Two,Angleterre,891,Stevenage FC,2015-2016
5228,27,League Two,Angleterre,740,Leyton Orient FC,2015-2016
5229,27,League Two,Angleterre,777,Morecambe FC,2015-2016
5230,27,League Two,Angleterre,504,AFC Wimbledon,2015-2016
5231,27,League Two,Angleterre,650,Exeter City FC,2015-2016
5232,27,League Two,Angleterre,785,Newport County AFC,2015-2016
5233,27,League Two,Angleterre,791,Notts County FC,2015-2016
5234,27,League Two,Angleterre,569,Bristol Rovers FC,2015-2016
5235,27,League Two,Angleterre,789,Northampton Town FC,2015-2016
5236,27,League Two,Angleterre,511,Accrington Stanley FC,2015-2016
5237,27,League Two,Angleterre,820,Plymouth Argyle FC,2015-2016
5238,27,League Two,Angleterre,955,Yeovil Town FC,2015-2016
5239,27,League Two,Angleterre,953,Wycombe Wanderers FC,2015-2016
5240,27,League Two,Angleterre,765,Mansfield Town FC,2015-2016
5241,27,League Two,Angleterre,585,Carlisle United FC,2015-2016
5242,27,League Two,Angleterre,578,Cambridge United FC,2015-2016
5243,27,League Two,Angleterre,617,Dagenham & Redbridge FC,2015-2016
5244,27,League Two,Angleterre,754,Luton Town FC,2015-2016
5245,27,League Two,Angleterre,613,Crawley Town FC,2015-2016
5246,27,League Two,Angleterre,956,York City FC,2015-2016
5247,27,League Two,Angleterre,699,Hartlepool United FC,2015-2016
5248,27,League Two,Angleterre,807,Oxford United FC,2015-2016
5249,27,League Two,Angleterre,828,Portsmouth FC,2016-2017
5250,27,League Two,Angleterre,542,Barnet FC,2016-2017
5251,27,League Two,Angleterre,891,Stevenage FC,2016-2017
5252,27,League Two,Angleterre,740,Leyton Orient FC,2016-2017
5253,27,League Two,Angleterre,777,Morecambe FC,2016-2017
5254,27,League Two,Angleterre,785,Newport County AFC,2016-2017
5255,27,League Two,Angleterre,650,Exeter City FC,2016-2017
5256,27,League Two,Angleterre,686,Grimsby Town FC,2016-2017
5257,27,League Two,Angleterre,791,Notts County FC,2016-2017
5258,27,League Two,Angleterre,511,Accrington Stanley FC,2016-2017
5259,27,League Two,Angleterre,820,Plymouth Argyle FC,2016-2017
5260,27,League Two,Angleterre,955,Yeovil Town FC,2016-2017
5261,27,League Two,Angleterre,953,Wycombe Wanderers FC,2016-2017
5262,27,League Two,Angleterre,765,Mansfield Town FC,2016-2017
5263,27,League Two,Angleterre,555,Blackpool FC,2016-2017
5264,27,League Two,Angleterre,585,Carlisle United FC,2016-2017
5265,27,League Two,Angleterre,578,Cambridge United FC,2016-2017
5266,27,League Two,Angleterre,754,Luton Town FC,2016-2017
5267,27,League Two,Angleterre,613,Crawley Town FC,2016-2017
5268,27,League Two,Angleterre,599,Cheltenham Town FC,2016-2017
5269,27,League Two,Angleterre,624,Doncaster Rovers FC,2016-2017
5270,27,League Two,Angleterre,606,Colchester United FC,2016-2017
5271,27,League Two,Angleterre,615,Crewe Alexandra FC,2016-2017
5272,27,League Two,Angleterre,699,Hartlepool United FC,2016-2017
5273,27,League Two,Angleterre,896,Swindon Town FC,2017-2018
5274,27,League Two,Angleterre,542,Barnet FC,2017-2018
5275,27,League Two,Angleterre,668,Forest Green Rovers FC,2017-2018
5276,27,League Two,Angleterre,891,Stevenage FC,2017-2018
5277,27,League Two,Angleterre,777,Morecambe FC,2017-2018
5278,27,League Two,Angleterre,650,Exeter City FC,2017-2018
5279,27,League Two,Angleterre,785,Newport County AFC,2017-2018
5280,27,League Two,Angleterre,686,Grimsby Town FC,2017-2018
5281,27,League Two,Angleterre,791,Notts County FC,2017-2018
5282,27,League Two,Angleterre,612,Coventry City FC,2017-2018
5283,27,League Two,Angleterre,511,Accrington Stanley FC,2017-2018
5284,27,League Two,Angleterre,742,Lincoln City FC,2017-2018
5285,27,League Two,Angleterre,825,Port Vale FC,2017-2018
5286,27,League Two,Angleterre,955,Yeovil Town FC,2017-2018
5287,27,League Two,Angleterre,953,Wycombe Wanderers FC,2017-2018
5288,27,League Two,Angleterre,765,Mansfield Town FC,2017-2018
5289,27,League Two,Angleterre,585,Carlisle United FC,2017-2018
5290,27,League Two,Angleterre,578,Cambridge United FC,2017-2018
5291,27,League Two,Angleterre,754,Luton Town FC,2017-2018
5292,27,League Two,Angleterre,613,Crawley Town FC,2017-2018
5293,27,League Two,Angleterre,602,Chesterfield FC,2017-2018
5294,27,League Two,Angleterre,599,Cheltenham Town FC,2017-2018
5295,27,League Two,Angleterre,606,Colchester United FC,2017-2018
5296,27,League Two,Angleterre,615,Crewe Alexandra FC,2017-2018
5297,27,League Two,Angleterre,773,Milton Keynes Dons FC,2018-2019
5298,27,League Two,Angleterre,896,Swindon Town FC,2018-2019
5299,27,League Two,Angleterre,668,Forest Green Rovers FC,2018-2019
5300,27,League Two,Angleterre,891,Stevenage FC,2018-2019
5301,27,League Two,Angleterre,777,Morecambe FC,2018-2019
5302,27,League Two,Angleterre,799,Oldham Athletic AFC,2018-2019
5303,27,League Two,Angleterre,650,Exeter City FC,2018-2019
5304,27,League Two,Angleterre,785,Newport County AFC,2018-2019
5305,27,League Two,Angleterre,686,Grimsby Town FC,2018-2019
5306,27,League Two,Angleterre,791,Notts County FC,2018-2019
5307,27,League Two,Angleterre,789,Northampton Town FC,2018-2019
5308,27,League Two,Angleterre,756,Macclesfield FC,2018-2019
5309,27,League Two,Angleterre,742,Lincoln City FC,2018-2019
5310,27,League Two,Angleterre,825,Port Vale FC,2018-2019
5311,27,League Two,Angleterre,955,Yeovil Town FC,2018-2019
5312,27,League Two,Angleterre,765,Mansfield Town FC,2018-2019
5313,27,League Two,Angleterre,585,Carlisle United FC,2018-2019
5314,27,League Two,Angleterre,578,Cambridge United FC,2018-2019
5315,27,League Two,Angleterre,613,Crawley Town FC,2018-2019
5316,27,League Two,Angleterre,907,Tranmere Rovers FC,2018-2019
5317,27,League Two,Angleterre,599,Cheltenham Town FC,2018-2019
5318,27,League Two,Angleterre,606,Colchester United FC,2018-2019
5319,27,League Two,Angleterre,615,Crewe Alexandra FC,2018-2019
5320,27,League Two,Angleterre,574,Bury FC,2018-2019
5321,27,League Two,Angleterre,896,Swindon Town FC,2019-2020
5322,27,League Two,Angleterre,668,Forest Green Rovers FC,2019-2020
5323,27,League Two,Angleterre,891,Stevenage FC,2019-2020
5324,27,League Two,Angleterre,740,Leyton Orient FC,2019-2020
5325,27,League Two,Angleterre,777,Morecambe FC,2019-2020
5326,27,League Two,Angleterre,799,Oldham Athletic AFC,2019-2020
5327,27,League Two,Angleterre,650,Exeter City FC,2019-2020
5328,27,League Two,Angleterre,785,Newport County AFC,2019-2020
5329,27,League Two,Angleterre,686,Grimsby Town FC,2019-2020
5330,27,League Two,Angleterre,789,Northampton Town FC,2019-2020
5331,27,League Two,Angleterre,756,Macclesfield FC,2019-2020
5332,27,League Two,Angleterre,869,Scunthorpe United FC,2019-2020
5333,27,League Two,Angleterre,825,Port Vale FC,2019-2020
5334,27,League Two,Angleterre,820,Plymouth Argyle FC,2019-2020
5335,27,League Two,Angleterre,860,Salford City FC,2019-2020
5336,27,League Two,Angleterre,562,Bradford City,2019-2020
5337,27,League Two,Angleterre,765,Mansfield Town FC,2019-2020
5338,27,League Two,Angleterre,585,Carlisle United FC,2019-2020
5339,27,League Two,Angleterre,578,Cambridge United FC,2019-2020
5340,27,League Two,Angleterre,613,Crawley Town FC,2019-2020
5341,27,League Two,Angleterre,599,Cheltenham Town FC,2019-2020
5342,27,League Two,Angleterre,606,Colchester United FC,2019-2020
5343,27,League Two,Angleterre,615,Crewe Alexandra FC,2019-2020
5344,27,League Two,Angleterre,938,Walsall FC,2019-2020
5345,27,League Two,Angleterre,668,Forest Green Rovers FC,2020-2021
5346,27,League Two,Angleterre,891,Stevenage FC,2020-2021
5347,27,League Two,Angleterre,740,Leyton Orient FC,2020-2021
5348,27,League Two,Angleterre,777,Morecambe FC,2020-2021
5349,27,League Two,Angleterre,880,Southend United FC,2020-2021
5350,27,League Two,Angleterre,799,Oldham Athletic AFC,2020-2021
5351,27,League Two,Angleterre,650,Exeter City FC,2020-2021
5352,27,League Two,Angleterre,785,Newport County AFC,2020-2021
5353,27,League Two,Angleterre,686,Grimsby Town FC,2020-2021
5354,27,League Two,Angleterre,558,Bolton Wanderers FC,2020-2021
5355,27,League Two,Angleterre,544,Barrow AFC,2020-2021
5356,27,League Two,Angleterre,869,Scunthorpe United FC,2020-2021
5357,27,League Two,Angleterre,825,Port Vale FC,2020-2021
5358,27,League Two,Angleterre,860,Salford City FC,2020-2021
5359,27,League Two,Angleterre,562,Bradford City,2020-2021
5360,27,League Two,Angleterre,765,Mansfield Town FC,2020-2021
5361,27,League Two,Angleterre,585,Carlisle United FC,2020-2021
5362,27,League Two,Angleterre,578,Cambridge United FC,2020-2021
5363,27,League Two,Angleterre,613,Crawley Town FC,2020-2021
5364,27,League Two,Angleterre,907,Tranmere Rovers FC,2020-2021
5365,27,League Two,Angleterre,599,Cheltenham Town FC,2020-2021
5366,27,League Two,Angleterre,606,Colchester United FC,2020-2021
5367,27,League Two,Angleterre,698,Harrogate Town AFC,2020-2021
5368,27,League Two,Angleterre,938,Walsall FC,2020-2021
5369,27,League Two,Angleterre,896,Swindon Town FC,2021-2022
5370,27,League Two,Angleterre,668,Forest Green Rovers FC,2021-2022
5371,27,League Two,Angleterre,891,Stevenage FC,2021-2022
5372,27,League Two,Angleterre,740,Leyton Orient FC,2021-2022
5373,27,League Two,Angleterre,799,Oldham Athletic AFC,2021-2022
5374,27,League Two,Angleterre,650,Exeter City FC,2021-2022
5375,27,League Two,Angleterre,785,Newport County AFC,2021-2022
5376,27,League Two,Angleterre,569,Bristol Rovers FC,2021-2022
5377,27,League Two,Angleterre,789,Northampton Town FC,2021-2022
5378,27,League Two,Angleterre,544,Barrow AFC,2021-2022
5379,27,League Two,Angleterre,869,Scunthorpe United FC,2021-2022
5380,27,League Two,Angleterre,825,Port Vale FC,2021-2022
5381,27,League Two,Angleterre,860,Salford City FC,2021-2022
5382,27,League Two,Angleterre,562,Bradford City,2021-2022
5383,27,League Two,Angleterre,765,Mansfield Town FC,2021-2022
5384,27,League Two,Angleterre,585,Carlisle United FC,2021-2022
5385,27,League Two,Angleterre,849,Rochdale AFC,2021-2022
5386,27,League Two,Angleterre,613,Crawley Town FC,2021-2022
5387,27,League Two,Angleterre,907,Tranmere Rovers FC,2021-2022
5388,27,League Two,Angleterre,895,Sutton United,2021-2022
5389,27,League Two,Angleterre,606,Colchester United FC,2021-2022
5390,27,League Two,Angleterre,698,Harrogate Town AFC,2021-2022
5391,27,League Two,Angleterre,699,Hartlepool United FC,2021-2022
5392,27,League Two,Angleterre,938,Walsall FC,2021-2022
5393,27,League Two,Angleterre,896,Swindon Town FC,2022-2023
5394,27,League Two,Angleterre,891,Stevenage FC,2022-2023
5395,27,League Two,Angleterre,740,Leyton Orient FC,2022-2023
5396,27,League Two,Angleterre,504,AFC Wimbledon,2022-2023
5397,27,League Two,Angleterre,785,Newport County AFC,2022-2023
5398,27,League Two,Angleterre,686,Grimsby Town FC,2022-2023
5399,27,League Two,Angleterre,789,Northampton Town FC,2022-2023
5400,27,League Two,Angleterre,544,Barrow AFC,2022-2023
5401,27,League Two,Angleterre,892,Stockport County FC,2022-2023
5402,27,League Two,Angleterre,860,Salford City FC,2022-2023
5403,27,League Two,Angleterre,677,Gillingham FC,2022-2023
5404,27,League Two,Angleterre,562,Bradford City,2022-2023
5405,27,League Two,Angleterre,765,Mansfield Town FC,2022-2023
5406,27,League Two,Angleterre,585,Carlisle United FC,2022-2023
5407,27,League Two,Angleterre,849,Rochdale AFC,2022-2023
5408,27,League Two,Angleterre,613,Crawley Town FC,2022-2023
5409,27,League Two,Angleterre,907,Tranmere Rovers FC,2022-2023
5410,27,League Two,Angleterre,895,Sutton United,2022-2023
5411,27,League Two,Angleterre,624,Doncaster Rovers FC,2022-2023
5412,27,League Two,Angleterre,606,Colchester United FC,2022-2023
5413,27,League Two,Angleterre,698,Harrogate Town AFC,2022-2023
5414,27,League Two,Angleterre,615,Crewe Alexandra FC,2022-2023
5415,27,League Two,Angleterre,938,Walsall FC,2022-2023
5416,27,League Two,Angleterre,699,Hartlepool United FC,2022-2023
5417,27,League Two,Angleterre,773,Milton Keynes Dons FC,2023-2024
5418,27,League Two,Angleterre,896,Swindon Town FC,2023-2024
5419,27,League Two,Angleterre,668,Forest Green Rovers FC,2023-2024
5420,27,League Two,Angleterre,777,Morecambe FC,2023-2024
5421,27,League Two,Angleterre,504,AFC Wimbledon,2023-2024
5422,27,League Two,Angleterre,785,Newport County AFC,2023-2024
5423,27,League Two,Angleterre,686,Grimsby Town FC,2023-2024
5424,27,League Two,Angleterre,791,Notts County FC,2023-2024
5425,27,League Two,Angleterre,544,Barrow AFC,2023-2024
5426,27,League Two,Angleterre,511,Accrington Stanley FC,2023-2024
5427,27,League Two,Angleterre,892,Stockport County FC,2023-2024
5428,27,League Two,Angleterre,860,Salford City FC,2023-2024
5429,27,League Two,Angleterre,677,Gillingham FC,2023-2024
5430,27,League Two,Angleterre,562,Bradford City,2023-2024
5431,27,League Two,Angleterre,950,Wrexham AFC,2023-2024
5432,27,League Two,Angleterre,765,Mansfield Town FC,2023-2024
5433,27,League Two,Angleterre,613,Crawley Town FC,2023-2024
5434,27,League Two,Angleterre,907,Tranmere Rovers FC,2023-2024
5435,27,League Two,Angleterre,895,Sutton United,2023-2024
5436,27,League Two,Angleterre,624,Doncaster Rovers FC,2023-2024
5437,27,League Two,Angleterre,606,Colchester United FC,2023-2024
5438,27,League Two,Angleterre,615,Crewe Alexandra FC,2023-2024
5439,27,League Two,Angleterre,698,Harrogate Town AFC,2023-2024
5440,27,League Two,Angleterre,938,Walsall FC,2023-2024
5441,27,League Two,Angleterre,773,Milton Keynes Dons FC,2024-2025
5442,27,League Two,Angleterre,896,Swindon Town FC,2024-2025
5443,27,League Two,Angleterre,777,Morecambe FC,2024-2025
5444,27,League Two,Angleterre,504,AFC Wimbledon,2024-2025
5445,27,League Two,Angleterre,785,Newport County AFC,2024-2025
5446,27,League Two,Angleterre,686,Grimsby Town FC,2024-2025
5447,27,League Two,Angleterre,791,Notts County FC,2024-2025
5448,27,League Two,Angleterre,544,Barrow AFC,2024-2025
5449,27,League Two,Angleterre,665,Fleetwood Town FC,2024-2025
5450,27,League Two,Angleterre,511,Accrington Stanley FC,2024-2025
5451,27,League Two,Angleterre,825,Port Vale FC,2024-2025
5452,27,League Two,Angleterre,860,Salford City FC,2024-2025
5453,27,League Two,Angleterre,677,Gillingham FC,2024-2025
5454,27,League Two,Angleterre,570,Bromley FC,2024-2025
5455,27,League Two,Angleterre,562,Bradford City,2024-2025
5456,27,League Two,Angleterre,585,Carlisle United FC,2024-2025
5457,27,League Two,Angleterre,602,Chesterfield FC,2024-2025
5458,27,League Two,Angleterre,907,Tranmere Rovers FC,2024-2025
5459,27,League Two,Angleterre,599,Cheltenham Town FC,2024-2025
5460,27,League Two,Angleterre,624,Doncaster Rovers FC,2024-2025
5461,27,League Two,Angleterre,606,Colchester United FC,2024-2025
